No;DATE;PM10;MPM10;NO;MNO;NO2;MNO2;NOX;MNOX;GRAD;MGRAD;TempAir;MTEMP;HUMAIR;MHUM;FF;MFF;DD;MDD;RAIN;MRAIN;SCODE
3213;20/10/2018;48.07;  ;0.54; B);3.38;  ;2.03;  ;145.38;  ;27.26;  ;74.96;  ;0.72;  ;199.05;  ;0;  ;JGJSP
3214;21/10/2018;48.65;  ;0.86; B);1.8;  ;1.39;  ;207.19;  ;28.59;  ;68.99;  ;0.43;  ;97.66;  ;0;  ;JGJSP
3215;22/10/2018;63.7;  ;1.38; B);5.85;  ;3.87;  ;199.82;  ;28.64;  ;71.91;  ;0.66;  ;191.22;  ;0;  ;JGJSP
3216;23/10/2018;40.21;  ;2.45; B);8.94;  ;6.15;  ;152.11;  ;25.8;  ;84.78;  ;0.36;  ;245.09;  ;0;  ;JGJSP
3217;24/10/2018;50.77;  ;1.15;  ;6.54;  ;3.75;  ;195.68;  ;27.74;  ;74.19;  ;0.87;  ;170.26;  ;0;  ;JGJSP
3218;25/10/2018;56.23;  ;1.28;  ;8.7;  ;5.19;  ;240.12;  ;29.84;  ;64.71;  ;0.92;  ;195.04;  ;211.41;  ;JGJSP
3219;26/10/2018;55.67;  ;1.29;  ;9.46;  ;5.57;  ;175.81;  ;28.73;  ;68.99;  ;0.75;  ;181.09;  ;0;  ;JGJSP
3220;27/10/2018;52.13;  ;1.13;  ;6.97;  ;4.24;  ;97.42;  ;26.9;  ;81.99;  ;0.49;  ;221.29;  ;0;  ;JGJSP
3221;28/10/2018;34;  ;0.99;  ;3.85;  ;2.62;  ;144.14;  ;27.57;  ;78.88;  ;0.65;  ;236.36;  ;0;  ;JGJSP
3222;29/10/2018;27.84;  ;2.75;  ;10.83;  ;7.33;  ;140.57;  ;27.66;  ;78.05;  ;0.4;  ;216.08;  ;0;  ;JGJSP
3223;30/10/2018;57.17;  ;1.82;  ;7.18;  ;4.9;  ;125.58;  ;27.26;  ;79.73;  ;0.55;  ;162;  ;0;  ;JGJSP
3224;31/10/2018;51.55;  ;1.34;  ;8.31;  ;5.06;  ;148.02;  ;27.79;  ;73.44;  ;0.47;  ;166.96;  ;0;  ;JGJSP
3225;01/11/2018;83.16;  ;2.86;  ;11.33;  ;7.65;  ;171.97;  ;28.39;  ;72.53;  ;0.54;  ;200.32;  ;0;  ;JGJSP
3226;02/11/2018;42.07;  ;0.85;  ;4.47;  ;2.81;  ;157.65;  ;28.2;  ;73.11;  ;0.53;  ;118.38;  ;0;  ;JGJSP
3227;03/11/2018;58.02;  ;1.57;  ;8.77;  ;5.44;  ;114.87;  ;26.88;  ;77.88;  ;0.62;  ;200.28;  ;0;  ;JGJSP
3228;04/11/2018;40.09;  ;1.21;  ;6.28;  ;4.1;  ;158.84;  ;27.59;  ;77.99;  ;0.52;  ;199.11;  ;0;  ;JGJSP
3229;05/11/2018;53.89;  ;1.7;  ;8.78;  ;5.55;  ;126.11;  ;28.52;  ;74.88;  ;0.48;  ;229.05;  ;0;  ;JGJSP
3230;06/11/2018;43.52;  ;1.17;  ;5.95;  ;3.71;  ;108.11;  ;27.07;  ;80.24;  ;0.67;  ;191.27;  ;0;  ;JGJSP
3231;07/11/2018;42.46;  ;1.53;  ;5.8;  ;3.97;  ;102.68;  ;26.92;  ;81.46;  ;0.48;  ;194.4;  ;0;  ;JGJSP
3232;08/11/2018;41.88;  ;1.91;  ;8.84;  ;5.73;  ;82.1;  ;27.23;  ;78.94;  ;0.43;  ;179.54;  ;0;  ;JGJSP
3233;09/11/2018;43.55;  ;3.03;  ;11.68;  ;7.95;  ;90.36;  ;26.63;  ;83.76;  ;0.31;  ;222.55;  ;0;  ;JGJSP
3234;10/11/2018;51.65;  ;3.75;  ;9.95;  ;7.65;  ;163.26;  ;26.56;  ;83.72;  ;0.34;  ;219.71;  ;0;  ;JGJSP
3235;11/11/2018;100.26;  ;2.58;  ;8.36;  ;6;  ;114.79;  ;25.94;  ;86.84;  ;0.35;  ;175.47;  ;138.26;  ;JGJSP
3236;12/11/2018;51.24;  ;1.89;  ;11.46;  ;6.99;  ;101.64;  ;26.67;  ;83.03;  ;0.23;  ;172.09;  ;0;  ;JGJSP
3237;13/11/2018;86.84;  ;2.27;  ;7.23;  ;5.21;  ;119.48;  ;26.56;  ;81.82;  ;0.33;  ;227.93;  ;0;  ;JGJSP
3238;14/11/2018;49.69;  ;1.51;  ;5.58;  ;3.53;  ;166.97;  ;27.9;  ;70.77;  ;0.74;  ;229.01;  ;0;  ;JGJSP
3239;15/11/2018;38.58;  ;1.97;  ;5.19;  ;3.8;  ;203.33;  ;28.13;  ;73.21;  ;0.6;  ;211.94;  ;0.36;  ;JGJSP
3240;16/11/2018;40.74;  ;2.8;  ;7.23;  ;5.03;  ;223.83;  ;29.11;  ;68.08;  ;0.51;  ;195.79;  ;0.4;  ;JGJSP
3241;17/11/2018;44.46;  ;2.27;  ;6.54;  ;4.8;  ;191.26;  ;28.86;  ;67.55;  ;0.65;  ;229.81;  ;0;  ;JGJSP
3242;18/11/2018;66.97;  ;1.66;  ;9.45;  ;5.84;  ;111.96;  ;28.28;  ;72.42;  ;0.31;  ;191.76;  ;0;  ;JGJSP
3243;19/11/2018;88.92;  ;2.35;  ;9.98;  ;6.61;  ;142.99;  ;27.82;  ;75.67;  ;0.51;  ;200.78;  ;0.03;  ;JGJSP
3244;20/11/2018;48.72;  ;1;  ;5.81;  ;3.57;  ;158.62;  ;27.73;  ;74.82;  ;0.49;  ;212.89;  ;0.01;  ;JGJSP
3245;21/11/2018;53.13;  ;1.84;  ;8.92;  ;5.72;  ;149.6;  ;27.47;  ;75.62;  ;0.57;  ;201.41;  ;0;  ;JGJSP
3246;22/11/2018;81.97;  ;2.75;  ;8.44;  ;6.77;  ;192.79;  ;28.48;  ;71.64;  ;0.46;  ;182.31;  ;0;  ;JGJSP
3247;23/11/2018;64.38;  ;2.58;  ;10.33;  ;6.95;  ;167.92;  ;27.12;  ;78.05;  ;0.33;  ;200.25;  ;136.53;  ;JGJSP
3248;24/11/2018;72.58;  ;2.24;  ;8.35;  ;5.74;  ;141.92;  ;27.01;  ;79.74;  ;0.43;  ;201.89;  ;0.17;  ;JGJSP
3249;25/11/2018;48.41;  ;0.94;  ;5.55;  ;3.41;  ;118.05;  ;26.88;  ;79.96;  ;0.33;  ;211.15;  ;0;  ;JGJSP
3250;26/11/2018;44.01;  ;1.39;  ;8.23;  ;5.04;  ;82.53;  ;25.57;  ;86.36;  ;0.31;  ;165.79;  ;1.11;  ;JGJSP
3251;27/11/2018;68.57;  ;1.89;  ;13.67;  ;8.07;  ;165.17;  ;26.47;  ;82.88;  ;0.52;  ;173.06;  ;135.69;  ;JGJSP
3252;28/11/2018;43.94;  ;1;  ;8.53;  ;4.9;  ;107.94;  ;26.79;  ;83.7;  ;0.42;  ;190.16;  ;0.01;  ;JGJSP
3253;29/11/2018;44.64;  ;1.45;  ;7.67;  ;4.8;  ;105.81;  ;26.82;  ;81.75;  ;0.59;  ;146.91;  ;0.01;  ;JGJSP
3254;30/11/2018;42.26;  ;1.11;  ;10.85;  ;6.02;  ;113.16;  ;26.98;  ;82.15;  ;0.26;  ;185.42;  ;0.17;  ;JGJSP
3255;01/12/2018;72.5;  ;2.91;  ;10.08;  ;7.22;  ;123.34;  ;27.41;  ;78.06;  ;0.52;  ;174.38;  ;0;  ;JGJSP
3256;02/12/2018;42.23;  ;0.58;  ;7.05;  ;3.72;  ;161.51;  ;28.11;  ;72.29;  ;0.83;  ;199.21;  ;0.01;  ;JGJSP
3257;03/12/2018;46.1;  ;1.9;  ;11.45;  ;6.88;  ;88.98;  ;26.48;  ;84;  ;0.44;  ;181.18;  ;0.3;  ;JGJSP
3258;04/12/2018;---;4) ;---;4) ;---;4) ;---;4) ;---;4) ;---;4) ;---;4) ;---;4) ;---;4) ;---;4) ;JGJSP
3259;05/12/2018;54.24;  ;2.89;  ;7.32;  ;5.31;  ;244.12;  ;28.66;  ;74.7;  ;0.44;  ;138.08;  ;234.07;  ;JGJSP
3260;06/12/2018;43.8;  ;4.35;  ;12.63;  ;8.98;  ;170.63;  ;26.53;  ;85.77;  ;0.43;  ;154.09;  ;0.02;  ;JGJSP
3261;07/12/2018;43.78;  ;2.16;  ;8.43;  ;5.22;  ;158.79;  ;26.96;  ;82.34;  ;0.43;  ;173.4;  ;0.02;  ;JGJSP
3262;08/12/2018;58.29;  ;1.99;  ;8.72;  ;5.64;  ;149.73;  ;27.41;  ;77.83;  ;0.52;  ;234.22;  ;0;  ;JGJSP
3263;09/12/2018;74.46;  ;1.81;  ;9.28;  ;5.77;  ;96.57;  ;26.8;  ;83.62;  ;0.31;  ;155.05;  ;0;  ;JGJSP
3264;10/12/2018;77.53;  ;3.44;  ;10.05;  ;7.13;  ;90.42;  ;26.37;  ;88.09;  ;0.29;  ;176.01;  ;0.95;  ;JGJSP
3265;11/12/2018;86.07;  ;3.18;  ;8.1;  ;6.21;  ;137.81;  ;26.96;  ;84.16;  ;0.31;  ;208.17;  ;0.46;  ;JGJSP
3266;12/12/2018;48.9;  ;2.02;  ;6.47;  ;4.26;  ;128.57;  ;26.32;  ;85.19;  ;0.51;  ;207.42;  ;0.13;  ;JGJSP
3267;13/12/2018;38.47;  ;2.72;  ;10.78;  ;7.09;  ;196.83;  ;27;  ;79.49;  ;0.58;  ;207.87;  ;0.82;  ;JGJSP
3268;14/12/2018;30.3;  ;1.91;  ;5.49;  ;4.09;  ;195.3;  ;27.47;  ;77.54;  ;0.49;  ;236.9;  ;0;  ;JGJSP
3269;15/12/2018;23.65;  ;---;4) ;---;4) ;---;4) ;7.14;  ;25.01;  ;85.86;  ;0.28;  ;270.22;  ;0;  ;JGJSP
3270;16/12/2018;---;1)A);---;1)A);---;1)A);---;1)A);---;1)A);---;1)A);---;1)A);---;1)A);---;1)A);---;1)A);JGJSP
3271;17/12/2018;48.63;  ;0.55;  ;6.81;  ;3.85;  ;214.82;  ;30.77;  ;58.94;  ;1.18;  ;182.44;  ;0;  ;JGJSP
3272;18/12/2018;32.61;  ;6.1;  ;12.23;  ;10.67;  ;156.87;  ;28.41;  ;68.58;  ;0.59;  ;176.68;  ;0;  ;JGJSP
3273;19/12/2018;63.32;  ;5.21;  ;15.12;  ;11.25;  ;159.82;  ;27.55;  ;74.38;  ;0.53;  ;186.1;  ;0.01;  ;JGJSP
3274;20/12/2018;52.59;  ;5.16;  ;10.21;  ;8.82;  ;207.66;  ;28.22;  ;71.47;  ;0.37;  ;243.29;  ;0;  ;JGJSP
3275;21/12/2018;49.14;  ;4.98;  ;10.48;  ;8.82;  ;181.09;  ;28.33;  ;69.32;  ;0.42;  ;252.68;  ;0;  ;JGJSP
3276;22/12/2018;73.02;  ;5.37;  ;10.49;  ;9.09;  ;94.2;  ;27.65;  ;74.59;  ;0.28;  ;260.57;  ;0;  ;JGJSP
3277;23/12/2018;---;4)A);5.39;  ;7.04;  ;7.45;  ;114.37;  ;26.06;  ;78.5;  ;0.69;  ;266.38;  ;0;  ;JGJSP
3278;24/12/2018;---;4) ;4.64;  ;6.77;  ;6.76;  ;150.29;  ;26.71;  ;75.26;  ;0.61;  ;265.65;  ;0;  ;JGJSP
3279;25/12/2018;56.77;  ;4.13;  ;4.69;  ;5.38;  ;121.2;  ;26.03;  ;81.33;  ;0.67;  ;256.48;  ;0.07;  ;JGJSP
3280;26/12/2018;19.88;  ;4.44;  ;6.25;  ;6.36;  ;87.79;  ;25.59;  ;84.1;  ;0.55;  ;260.24;  ;0.05;  ;JGJSP
3281;27/12/2018;33.6;  ;5.07;  ;6.54;  ;6.97;  ;174.68;  ;27.15;  ;74.25;  ;0.7;  ;261.71;  ;0;  ;JGJSP
3282;28/12/2018;29.14;  ;4.26;  ;4.54;  ;5.39;  ;231.86;  ;28.07;  ;73.06;  ;0.85;  ;267.25;  ;0;  ;JGJSP
3283;29/12/2018;25.73;  ;4.14;  ;4.31;  ;5.19;  ;157.72;  ;28.26;  ;71.99;  ;0.97;  ;266.86;  ;0;  ;JGJSP
3284;30/12/2018;25.84;  ;4.45;  ;5.4;  ;5.95;  ;223.84;  ;29.22;  ;66.01;  ;0.97;  ;254.47;  ;0;  ;JGJSP
3285;31/12/2018;40.13;  ;4.33;  ;5.28;  ;5.81;  ;125.79;  ;26.71;  ;74.87;  ;0.78;  ;257.25;  ;0;  ;JGJSP
3286;01/01/2018;81.56;;8.15;  ;9.34;  ;10.63;  ;157.92;  ;29.06;  ;62.86;  ;0.62;  ;259.61;  ;0;  ;LBJTP
3287;02/01/2018;34.34;  ;4.87;  ;16.27;  ;11.56;  ;159.12;  ;28.8;  ;77.23;  ;0.71;  ;233.58;  ;0.01;  ;LBJTP
3288;03/01/2018;59.62;  ;12.79;  ;28.49;  ;23.5;  ;134.4;  ;28.06;  ;75.26;  ;0.71;  ;141.24;  ;0;  ;LBJTP
3289;04/01/2018;51.02;  ;8.45;  ;20.4;  ;15.85;  ;162.31;  ;28.5;  ;66.4;  ;0.72;  ;227.25;  ;0;  ;LBJTP
3290;05/01/2018;35.67;  ;7.21;  ;12.23;  ;11.08;  ;124.01;  ;28.65;  ;72.66;  ;0.83;  ;275.23;  ;0;  ;LBJTP
3291;06/01/2018;16.54;  ;3.11;  ;12.69;  ;8.59;  ;141.62;  ;28.93;  ;72.04;  ;0.84;  ;298.2;  ;0;  ;LBJTP
3292;07/01/2018;59.64;  ;4.93;  ;18.53;  ;12.7;  ;70.54;  ;28.69;  ;76.35;  ;0.5;  ;315.75;  ;0;  ;LBJTP
3293;08/01/2018;48.59;  ;6.15;  ;19.28;  ;13.97;  ;110.9;  ;29.01;  ;80.42;  ;0.95;  ;221.72;  ;0;  ;LBJTP
3294;09/01/2018;42;  ;14.74;  ;26.31;  ;23.81;  ;131.39;  ;29.02;  ;74.08;  ;1.2;  ;168.65;  ;0;  ;LBJTP
3295;10/01/2018;34.43;  ;3.11;  ;15.41;  ;9.99;  ;132.65;  ;29.23;  ;72.86;  ;1.13;  ;281.68;  ;0;  ;LBJTP
3296;11/01/2018;35.34;  ;3.62;  ;15.13;  ;9.95;  ;109.44;  ;27.94;  ;75.93;  ;1.03;  ;314.44;  ;0;  ;LBJTP
3297;12/01/2018;46.4;  ;7.91;  ;25.16;  ;17.76;  ;107.14;  ;28.56;  ;75.06;  ;0.81;  ;243.63;  ;0;  ;LBJTP
3298;13/01/2018;45.53;  ;4.24;  ;21.7;  ;13.68;  ;109.77;  ;28.61;  ;76.33;  ;0.95;  ;311.18;  ;0.06;  ;LBJTP
3299;14/01/2018;23.61;  ;4.61;  ;18.61;  ;12.6;  ;99.26;  ;25.93;  ;83.24;  ;1.04;  ;232.46;  ;0.13;  ;LBJTP
3300;15/01/2018;17.81;  ;4.51;  ;17.26;  ;11.64;  ;72.37;  ;25.24;  ;---;4) ;0.84;  ;307.33;  ;0.3;  ;LBJTP
3301;16/01/2018;22.23;  ;3.37;  ;17.74;  ;11.15;  ;137.74;  ;27.04;  ;72.8;  ;0.82;  ;313.55;  ;0;  ;LBJTP
3302;17/01/2018;40.73;  ;14.86;  ;32.79;  ;27.06;  ;70.02;  ;26.35;  ;87.12;  ;0.44;  ;274.88;  ;0.07;  ;LBJTP
3303;18/01/2018;43.14;  ;17.41;  ;36.28;  ;30.66;  ;41.13;  ;25.84;  ;---;4) ;0.52;  ;200.69;  ;0.07;  ;LBJTP
3304;19/01/2018;24.8;  ;2.75;  ;14.12;  ;8.88;  ;92.58;  ;26.51;  ;88.73;  ;1.01;  ;300.46;  ;0.01;  ;LBJTP
3305;20/01/2018;19.78;  ;2.66;  ;12.06;  ;7.86;  ;125.8;  ;26.81;  ;91.27;  ;1.06;  ;309.94;  ;0.03;  ;LBJTP
3306;21/01/2018;25.05;  ;2.35;  ;10.91;  ;7.06;  ;115.46;  ;28.12;  ;79.68;  ;0.91;  ;309.59;  ;0;  ;LBJTP
3307;22/01/2018;16.33;  ;4.31;  ;13.18;  ;9.64;  ;89.44;  ;26.05;  ;92.75;  ;0.82;  ;295.64;  ;0.1;  ;LBJTP
3308;23/01/2018;29.16;  ;9.37;  ;19.51;  ;16.49;  ;123.73;  ;27.55;  ;76.67;  ;0.71;  ;291.52;  ;0.06;  ;LBJTP
3309;24/01/2018;30.69;  ;8.1;  ;18.05;  ;14.83;  ;104.56;  ;27.71;  ;83.57;  ;0.86;  ;272.69;  ;0.04;  ;LBJTP
3310;25/01/2018;16.72;  ;3.96;  ;13.03;  ;9.3;  ;95.45;  ;27.01;  ;87.07;  ;0.92;  ;298.97;  ;0.09;  ;LBJTP
3311;26/01/2018;17.92;  ;4.17;  ;13.64;  ;9.85;  ;131.77;  ;27.27;  ;87.85;  ;1.02;  ;302.36;  ;0.05;  ;LBJTP
3312;27/01/2018;33.37;  ;5.27;  ;18.05;  ;12.61;  ;98.78;  ;27.54;  ;77.5;  ;0.88;  ;313.76;  ;0.01;  ;LBJTP
3313;28/01/2018;22.95;  ;3.54;  ;13.56;  ;9.25;  ;102.35;  ;25.86;  ;89.11;  ;0.96;  ;316.25;  ;0.07;  ;LBJTP
3314;29/01/2018;16.14;  ;4.52;  ;14.06;  ;10.14;  ;129.08;  ;25.9;  ;85.38;  ;0.91;  ;306.92;  ;0.17;  ;LBJTP
3315;30/01/2018;14.3;  ;5.75;  ;16.09;  ;14.25;  ;122.09;  ;26.61;  ;86.83;  ;0.78;  ;300.24;  ;0.05;  ;LBJTP
3316;31/01/2018;28.43;  ;11.95;  ;20.35;  ;21;  ;86.87;  ;26.64;  ;88.24;  ;0.54;  ;276.48;  ;0.33;  ;LBJTP
3317;01/02/2018;39.1;  ;27.23;  ;29.72;  ;34.79;  ;101.84;  ;26.71;  ;79.02;  ;0.78;  ;185.93;  ;0.16;  ;LBJTP
3318;02/02/2018;45.82;  ;9.95;  ;23.77;  ;19;  ;110.65;  ;28.15;  ;80.17;  ;1.01;  ;226.36;  ;0;  ;LBJTP
3319;03/02/2018;34.26;  ;9.86;  ;25.53;  ;19.97;  ;94.46;  ;27.43;  ;84.65;  ;1.13;  ;214.94;  ;0.51;  ;LBJTP
3320;04/02/2018;29.38;  ;5.81;  ;23.42;  ;15.69;  ;96.04;  ;27.16;  ;84.52;  ;2.51;  ;156.63;  ;0.83;  ;LBJTP
3321;05/02/2018;32.25;  ;4.92;  ;24.3;  ;16.12;  ;53.11;  ;25.38;  ;---;4) ;0.9;  ;222.54;  ;0.6;  ;LBJTP
3322;06/02/2018;40.12;  ;19.76;  ;29.29;  ;28.58;  ;70.87;  ;25.36;  ;---;4) ;0.83;  ;173.68;  ;0.3;  ;LBJTP
3323;07/02/2018;48.56;  ;25.19;  ;36.46;  ;36.55;  ;74.27;  ;25.6;  ;---;4) ;0.48;  ;224.87;  ;0.42;  ;LBJTP
3324;08/02/2018;51.25;  ;35.96;  ;32.98;  ;42.89;  ;46.58;  ;25.23;  ;---;4) ;0.52;  ;190.25;  ;0.41;  ;LBJTP
3325;09/02/2018;57.04;  ;49.67;  ;31.78;  ;52.53;  ;114.77;  ;25.96;  ;84.73;  ;0.73;  ;220.03;  ;0.16;  ;LBJTP
3326;10/02/2018;36.77;  ;11.3;  ;18.73;  ;17.55;  ;138.21;  ;27.63;  ;84.01;  ;1.21;  ;244.63;  ;0;  ;LBJTP
3327;11/02/2018;35.84;  ;9.44;  ;19.39;  ;16.49;  ;86.79;  ;26.93;  ;89.24;  ;1.12;  ;183.56;  ;0.07;  ;LBJTP
3328;12/02/2018;57.5;  ;8.97;  ;27.71;  ;20.19;  ;89.68;  ;26.98;  ;84.68;  ;1.3;  ;195.15;  ;0.01;  ;LBJTP
3329;13/02/2018;69.85;  ;9.66;  ;41.31;  ;27.32;  ;79.24;  ;26.38;  ;---;4)A);0.18;  ;274.61;  ;0;  ;LBJTP
3330;14/02/2018;51.74;  ;34.04;  ;40.26;  ;41.91;  ;79.56;  ;26.88;  ;---;4)A);0.35;  ;270.25;  ;0;  ;LBJTP
3331;15/02/2018;46.81;  ;23.2;  ;28.71;  ;31.3;  ;41.66;  ;25.17;  ;---;4)A);0.7;  ;266.71;  ;0;  ;LBJTP
3332;16/02/2018;21.22;  ;12.44;  ;17.94;  ;17.77;  ;118;  ;27.35;  ;73.23;  ;0.69;  ;267.48;  ;0;  ;LBJTP
3333;17/02/2018;59.04;  ;20.54;  ;22.21;  ;26.16;  ;113.47;  ;27.44;  ;74.11;  ;0.87;  ;222.69;  ;0;  ;LBJTP
3334;18/02/2018;33.69;  ;5.29;  ;19.01;  ;13.36;  ;119.15;  ;28.16;  ;82.1;  ;0.85;  ;236.95;  ;0;  ;LBJTP
3335;19/02/2018;28.47;  ;13.69;  ;28.77;  ;24.21;  ;101.08;  ;27.29;  ;---;4) ;0.63;  ;221.84;  ;0.7;  ;LBJTP
3336;20/02/2018;40.41;  ;15.09;  ;19.81;  ;20.9;  ;151.94;  ;28.52;  ;74.89;  ;0.75;  ;264.62;  ;0;  ;LBJTP
3337;21/02/2018;69.09;  ;18.76;  ;27.02;  ;27.83;  ;92.76;  ;27.35;  ;69.85;  ;0.83;  ;198.99;  ;0.3;  ;LBJTP
3338;22/02/2018;64.48;  ;26.2;  ;30.66;  ;34.9;  ;69.2;  ;27.13;  ;95.15;  ;0.82;  ;143.12;  ;0;  ;LBJTP
3339;23/02/2018;67.63;  ;18.56;  ;30.95;  ;28.6;  ;105.14;  ;27.55;  ;83.63;  ;0.99;  ;158.61;  ;0.02;  ;LBJTP
3340;24/02/2018;43.72;  ;9.9;  ;28.75;  ;21.39;  ;124.91;  ;28.11;  ;68.69;  ;1.14;  ;127.66;  ;0;  ;LBJTP
3341;25/02/2018;---;4) ;3.05;  ;23.97;  ;13.79;  ;124.53;  ;27.42;  ;72.66;  ;1;  ;130.11;  ;0.24;  ;LBJTP
3342;26/02/2018;38.46;  ;7.92;  ;32.29;  ;21.83;  ;117.83;  ;26.33;  ;87.07;  ;0.93;  ;191.11;  ;0.73;  ;LBJTP
3343;27/02/2018;40.21;  ;15.11;  ;35.85;  ;28.26;  ;126.7;  ;26.56;  ;81.92;  ;0.69;  ;202.64;  ;0.13;  ;LBJTP
3344;28/02/2018;60.17;  ;11.29;  ;32.74;  ;24.36;  ;79.76;  ;27.14;  ;83.58;  ;0.62;  ;111.2;  ;0.01;  ;LBJTP
3345;01/03/2018;97.61;  ;16.94;  ;41.04;  ;32.62;  ;104.82;  ;26.93;  ;85.19;  ;0.7;  ;146.03;  ;0.42;  ;LBJTP
3346;02/03/2018;51.9;  ;11.04;  ;40.14;  ;28.37;  ;152.6;  ;28.42;  ;76.88;  ;0.8;  ;144.87;  ;0;  ;LBJTP
3347;03/03/2018;65.9;  ;3.35;  ;27.4;  ;15.84;  ;104.29;  ;27.98;  ;82.05;  ;1.02;  ;140.92;  ;0;  ;LBJTP
3348;04/03/2018;81.55;  ;27.29;  ;45.93;  ;42.56;  ;123.89;  ;28.31;  ;78.19;  ;0.74;  ;123.31;  ;0;  ;LBJTP
3349;05/03/2018;69.1;  ;10.48;  ;32.09;  ;24.07;  ;133.11;  ;28.05;  ;77.8;  ;0.85;  ;145.23;  ;0.2;  ;LBJTP
3350;06/03/2018;80.61;  ;11.07;  ;40.18;  ;27.83;  ;87.08;  ;27.31;  ;84.39;  ;0.63;  ;166.49;  ;0.1;  ;LBJTP
3351;07/03/2018;55.46;  ;19.7;  ;22.21;  ;25.14;  ;124.57;  ;27.16;  ;71.09;  ;0.61;  ;252.36;  ;0.31;  ;LBJTP
3352;08/03/2018;45.93;  ;15.25;  ;32.66;  ;27.28;  ;111.34;  ;26.48;  ;83.95;  ;0.62;  ;210.43;  ;0.49;  ;LBJTP
3353;09/03/2018;60.4;  ;24.49;  ;32.54;  ;34.12;  ;105.25;  ;27.2;  ;83.75;  ;0.69;  ;104.74;  ;0.11;  ;LBJTP
3354;10/03/2018;51.49;  ;8.93;  ;29.15;  ;20.85;  ;102.45;  ;27.9;  ;77.91;  ;1;  ;176.98;  ;0.06;  ;LBJTP
3355;11/03/2018;37.39;  ;12.07;  ;25.2;  ;21.27;  ;100.94;  ;26.99;  ;85.97;  ;0.86;  ;208.66;  ;0.36;  ;LBJTP
3356;12/03/2018;31.58;  ;7.44;  ;18.66;  ;14.56;  ;92.52;  ;27.23;  ;81.48;  ;0.88;  ;322.92;  ;0;  ;LBJTP
3357;13/03/2018;41.69;  ;7.89;  ;27.13;  ;19.09;  ;92.58;  ;27.5;  ;78.82;  ;0.97;  ;211.87;  ;0;  ;LBJTP
3358;14/03/2018;59.89;  ;16.02;  ;31.12;  ;27.11;  ;137.79;  ;28.12;  ;76.11;  ;0.84;  ;216.02;  ;0;  ;LBJTP
3359;15/03/2018;77.12;  ;8.81;  ;30.44;  ;21.4;  ;135.53;  ;29.14;  ;72.27;  ;0.59;  ;195.78;  ;0;  ;LBJTP
3360;16/03/2018;103.49;  ;14.85;  ;39.31;  ;30.59;  ;95.34;  ;27.96;  ;78.52;  ;0.74;  ;164.9;  ;0.06;  ;LBJTP
3361;17/03/2018;75.13;  ;17.5;  ;31.19;  ;28.24;  ;75.31;  ;25.81;  ;87.97;  ;0.43;  ;140.24;  ;0.25;  ;LBJTP
3362;18/03/2018;70.01;  ;20.13;  ;22.6;  ;26.03;  ;147.55;  ;27.48;  ;77.86;  ;0.82;  ;116.88;  ;0;  ;LBJTP
3363;19/03/2018;39.67;  ;7.67;  ;30.82;  ;20.73;  ;126.19;  ;27.74;  ;77.92;  ;0.91;  ;130.56;  ;0.14;  ;LBJTP
3364;20/03/2018;59.23;  ;12.63;  ;42.33;  ;30.5;  ;135.55;  ;27.52;  ;81.08;  ;0.61;  ;182.92;  ;0.03;  ;LBJTP
3365;21/03/2018;53.87;  ;14.68;  ;16.93;  ;19.4;  ;105.3;  ;27.03;  ;76.99;  ;0.86;  ;305.04;  ;0;  ;LBJTP
3366;22/03/2018;51.41;  ;10.85;  ;25.19;  ;20.37;  ;112.21;  ;26.59;  ;81.42;  ;0.64;  ;214.12;  ;0.13;  ;LBJTP
3367;23/03/2018;88.1;  ;30.66;  ;30.07;  ;37.44;  ;109.73;  ;27.49;  ;79.83;  ;0.76;  ;140.01;  ;0.05;  ;LBJTP
3368;24/03/2018;56.57;  ;10.8;  ;26.45;  ;21.34;  ;102.06;  ;26.56;  ;82.25;  ;0.58;  ;248.89;  ;0.02;  ;LBJTP
3369;25/03/2018;51.6;  ;6.44;  ;26.48;  ;18.02;  ;85.84;  ;27.05;  ;78.32;  ;0.55;  ;262.42;  ;0.11;  ;LBJTP
3370;26/03/2018;46.87;  ;20.74;  ;28.94;  ;29.57;  ;117.83;  ;27.68;  ;78.76;  ;0.53;  ;262.09;  ;0.01;  ;LBJTP
3371;27/03/2018;62.17;  ;10.47;  ;36.36;  ;25.31;  ;73.63;  ;26.23;  ;84.52;  ;0.48;  ;230.56;  ;0.27;  ;LBJTP
3372;28/03/2018;117.88;  ;22.02;  ;45.8;  ;38.73;  ;114.54;  ;27.3;  ;80.05;  ;0.6;  ;157.29;  ;0;  ;LBJTP
3373;29/03/2018;66.95;  ;29.93;  ;48.67;  ;46.12;  ;155.29;  ;28.29;  ;71.49;  ;0.73;  ;156.68;  ;0;  ;LBJTP
3374;30/03/2018;53.12;  ;8.47;  ;22.71;  ;17.01;  ;165.21;  ;29.42;  ;67.32;  ;0.96;  ;200.69;  ;0;  ;LBJTP
3375;31/03/2018;31.45;  ;3.23;  ;14.59;  ;9.49;  ;173.07;  ;29.92;  ;66.43;  ;0.9;  ;284.21;  ;0;  ;LBJTP
3376;01/04/2018;35.26;  ;5.44;  ;16.71;  ;11.99;  ;119.19;  ;29.05;  ;69.44;  ;0.71;  ;279.85;  ;0.09;  ;LBJTP
